f            529            80           417
f             80           529           528
f            414            81           417
f             81           414           532
f             81           532           534
f            417            81           530
f             81           534           531
f             81           531           533
f            530            81           533
f             82           535           536
f             82           536           537
f            378            82           537
f             82           503           535
f             82           504           503
f             82           378           504
f            539            83           459
f             83           539           404
f            459            83           538
f             83           404           519
f            538            83           519
f             84           236           541
f             84           542           540
f             84           541           542
f             84           235           236
f             84           540           136
f             84           136           235
f            548            85           545
f             85           548           547
f             85           546           544
f            545            85           544
f            543            85           547
f            546            85           543
f             86           547           456
f             86           456           455
f             86           455           550
f            547            86           549
f             86           550           536
f            549            86           536
f             87           551           555
f             87           554           356
f             87           555           554
f            551            87           552
f            357            87           356
f            552            87           357
f             88           556           560
f            358            88           560
f             88           354           559
f             88           358           354
f             88           557           556
f             88           559           558
f             88           558           557
f            313            89           317
f             89           313           312
f             89           209           208
f            317            89           208
f             89           312           483
f             89           561           209
f             89           483           561
f             90           271           567
f             90           567           564
f             90           564           563
f             90           563           562
f             90           565           271
f             90           562           565
f            543            91           433
f             91           543           549
f            535            91           549
f             91           569           433
f             91           535           568
f             91           568           569
f             92           545           544
f             92           544           570
f             92           574           573
f             92           573           545
f             92           570           440
f             92           440           571
f             92           571           572
f             92           572           574
f             93           574           572
f             93           572           571
f             93           578           575
f             93           575           574
f             93           571           576
f             93           577           578
f             93           576           577
f            579           581           582
f            579           574            94
f            581           580           492
f            581            94           580
f            581           579            94
f             94           574           580
f             95           583           587
f             95           586           583
f             95           585           586
f             95           588           585
f             95           587           223
f             95           584           588
f            584            95           223
f            590           589           300
f            589           189           302
f            294           589           302
f            589           294           300
f             96           414           418
f             96           418           523
f             96           523           521
f             96           534           532
f             96           532           414
f            591            96           521
f             96           591           534
f             97           301           226
f             97            98           301
f             97           421            99
f             98           104           301
f            102            99           421
f            100           103           101
f            100           106           103
f            106           100           592
f            102           592           100
f            101           593           104
f            101           105           593
f            102           595           592
f            102           421           594
f            102           594           595
f            104           299           301
f            104           296           299
f            593           296           104
f            593           105           110
f            106           218           109
f            218           106           592
f            107           221           596
f            110           107           596
f            222           108           346
f            108           109           346
f            109           219           346
f            109           218           219
f            110           598           593
f            110           597           598
f            110           596           597
f            125           111           438
f            438           111           117
f            112           114           113
f            112           121           114
f            115           113           599
f            113           120           599
f            117           116           576
f            115           600           601
f            115           601           116
f            115           599           600
f            116           601           577
f            116           577           576
f            117           439           438
f            117           576           439
f            118           121           124
f            118           239           119
f            119           602           122
f            119           428           602
f            599           120           122
f            599           122           603
f            603           122           602
f            240           123           605
f            605           123           606
f            606           123           125
f            124           123           240
f            125           437           606
f            125           438           437
f            128           427           127
f            129           246           128
f            130           126           607
f            126           131           607
f            127           610           609
f            127           608           610
f            127           427           608
f            127           609           131
f            244           129           130
f            611           244           130
f            611           130           612
f            612           130           607
f            614           131           609
f            607           131           613
f            613           131           614
f            132           237           136
f            132           234           237
f            132           168           234
f            134           135           616
f            134           615           139
f            134           616           615
f            134           139           423
f            616           138           617
f            616           135           138
f            136           540           138
f            136           237           235
f            237           234           235
f            617           138           540
f            139           615           618
f            139           618           142
f            423           139           143
f            619           140           145
f            143           140           144
f            140           426           144
f            426           140           619
f            620           145           141
f            145           620           621
f            619           145           621
f            141           142           622
f            620           141           623
f            623           141           622
f            624           142           618
f            622           142           624
f            146           148           153
f            148           146           149
f            150           151           625
f            151           147           626
f            147           152           628
f            147           628           627
f            147           627           626
f            152           154           628
f            150           629           377
f            150           625           629
f            151           626           630
f            625           630           629
f            625           151           630
f            153           631           155
f            153           338           631
f            633           154           156
f            154           633           632
f            154           632           628
f            321           155           631
f            633           156           160
f            632           633           160
f            156           320           160
f            157           635           352
f            348           157           352
f            157           348           159
f            320           157           160
f            157           320           635
f            162           636           161
f            161           637           632
f            161           636           637
f            160           161           632
f            640           158           353
f            158           640           639
f            158           639           638
f            353           158           159
f            162           158           638
f            162           638           464
f            162           464           636
f            168           163           234
f            163           179           234
f            169           641           181
f            169           172           641
f            169           170           172
f            170           642           172
f            170           643           642
f            170           171           643
f            171           644           643
f            171           425           644
f            172           642           641
f            174           175           645
f            179           174           645
f            175           646           645
f            646           175           607
f            607           175           177
f            177           176           611
f            611           176           180
f            177           612           607
f            177           611           612
f            179           645           233
f            180           648           611
f            180           647           648
f            180           182           647
f            181           641           182
f            641           649           182
f            182           649           647
f            183           650           331
f            183           331           188
f            650           183           185
f            185           652           651
f            185           186           652
f            186           217           652
f            211           184           215
f            215           184           187
f            187           375           376
f            215           187           376
f            187           188           375
f            185           651           650
f            188           332           335
f            188           331           332
f            188           337           375
f            188           335           337
f            192           191           202
f            192           202           303
f            192           303           653
f            192           653           189
f            189           589           190
f            189           653           302
f            190           590           364
f            190           364           193
f            190           589           590
f            203           191           654
f            191           194           654
f            193           364           196
f            654           194           195
f            291           195           198
f            310           195           291
f            195           310           654
f            196           363           197
f            197           199           198
f            305           197           365
f            365           197           363
f            198           199           287
f            291           198           287
f            200           209           561
f            200           205           209
f            200           561           655
f            200           655           201
f            201           655           656
f            201           304           202
f            201           656           304
f            202           304           303
f            203           654           204
f            204           207           205
f            204           654           310
f            204           310           207
f            206           657           317
f            206           210           657
f            206           317           208
f            206           208           209
f            210           389           657
f            219           211           212
f            346           219           212
f            342           213           658
f            658           213           216
f            216           214           660
f            216           660           659
f            658           216           659
f            377           214           376
f            214           215           376
f            214           377           660
f            217           595           652
f            595           217           592
f            592           217           218
f            223           220           584
f            584           220           343
f            220           339           343
f            220           222           339
f            596           223           587
f            596           221           223
f            228           277           224
f            224           277           225
f            225           661           662
f            225           277           661
f            225           662           420
f            227           653           303
f            227           231           653
f            228           280           277
f            231           302           653
f            384           232           663
f            238           232           384
f            663           232           645
f            232           233           645
f            664           236           238
f            236           664           541
f            238           384           385
f            238           385           664
f            239           241           427
f            240           605           665
f            240           665           242
f            427           241           608
f            241           666           608
f            241           242           666
f            667           242           665
f            666           242           667
f            243           252           249
f            243           648           252
f            243           244           648
f            244           611           648
f            245           604           602
f            245           488           604
f            245           668           488
f            245           602           247
f            245           248           668
f            247           602           246
f            428           246           602
f            248           251           668
f            249           252           647
f            253           249           669
f            647           669           249
f            668           254           489
f            668           251           254
f            252           648           647
f            253           669           260
f            489           254           373
f            256           669           649
f            256           260           669
f            256           671           257
f            256           672           671
f            256           649           672
f            261           257           671
f            261           284           258
f            258           284           259
f            674           259           284
f            372           259           674
f            261           281           284
f            261           278           281
f            261           673           278
f            261           671           673
f            266           679           678
f            677           266           678
f            266           677           263
f            262           676           267
f            262           680           676
f            262           340           344
f            262           263           340
f            262           344           680
f            263           677           588
f            263           588           340
f            264           682           265
f            264           681           684
f            264           684           683
f            264           683           682
f            264           267           681
f            265           685           679
f            265           682           685
f            266           265           679
f            267           676           681
f            270           686           268
f            271           565           270
f            268           627           269
f            268           626           627
f            268           686           626
f            269           637           636
f            273           269           636
f            269           627           637
f            686           630           626
f            270           565           687
f            270           687           686
f            686           687           630
f            271           272           567
f            272           465           567
f            273           636           464
f            274           277           280
f            274           278           275
f            688           275           278
f            688           279           275
f            276           661           277
f            661           276           662
f            662           276           689
f            689           276           279
f            278           673           688
f            279           688           690
f            279           691           689
f            279           690           691
f            284           285           692
f            285           283           692
f            283           656           692
f            283           304           656
f            284           692           674
f            293           292           693
f            293           693           288
f            696           288           694
f            288           696           289
f            695           288           693
f            695           694           288
f            290           289           696
f            290           696           390
f            292           307           308
f            292           308           693
f            296           697           297
f            697           296           598
f            296           593           598
f            297           698           401
f            297           401           298
f            698           297           697
f            300           298           398
f            697           598           698
f            300           398           590
f            305           365           306
f            306           701           307
f            306           699           702
f            306           702           700
f            306           700           701
f            306           365           699
f            307           703           308
f            701           703           307
f            308           703           693
f            312           477           483
f            314           318           315
f            314           657           461
f            657           314           317
f            315           447           443
f            315           443           446
f            315           318           447
f            316           315           446
f            316           446           491
f            316           491           478
f            319           706           705
f            319           705           322
f            319           704           706
f            319           321           704
f            320           322           635
f            321           634           704
f            321           631           634
f            322           705           707
f            322           707           635
f            323           558           327
f            708           558           323
f            323           709           708
f            323           328           709
f            324           710           328
f            324           334           710
f            326           330           704
f            326           634           631
f            326           704           634
f            326           631           329
f            558           559           330
f            330           327           558
f            709           328           711
f            711           328           710
f            333           329           631
f            330           559           704
f            331           650           334
f            333           631           338
f            334           712           710
f            712           334           650
f            335           336           337
f            336           375           337
f            340           588           343
f            341           713           344
f            341           714           713
f            341           658           714
f            341           342           658
f            584           343           588
f            680           344           713
f            351           347           715
f            347           351           350
f            717           347           716
f            715           347           717
f            716           347           352
f            719           349           718
f            720           349           719
f            718           349           350
f            353           349           720
f            350           351           721
f            718           350           721
f            351           715           721
f            352           635           716
f            353           720           640
f            706           354           355
f            354           706           559
f            722           355           359
f            355           722           705
f            706           355           705
f            724           356           554
f            723           356           724
f            359           356           723
f            357           725           552
f            357           358           725
f            358           560           725
f            722           716           705
f            722           359           716
f            723           715           359
f            723           724           715
f            359           715           717
f            359           717           716
f            360           400           361
f            360           364           590
f            400           360           398
f            360           590           398
f            366           361           368
f            361           366           362
f            368           361           400
f            362           367           699
f            365           362           699
f            367           371           699
f            368           400           393
f            369           397           508
f            369           508           370
f            370           727           371
f            370           508           726
f            370           726           727
f            371           728           702
f            371           702           699
f            727           728           371
f            372           374           373
f            372           481           374
f            372           675           481
f            372           674           675
f            373           670           489
f            373           480           670
f            373           374           480
f            374           481           480
f            377           629           660
f            378           537           729
f            378           729           383
f            378           380           504
f            380           500           504
f            387           382           516
f            538           383           729
f            517           383           538
f            386           384           663
f            385           730           664
f            385           387           730
f            386           663           502
f            730           387           731
f            387           516           731
f            391           388           732
f            732           392           733
f            388           392           732
f            657           389           391
f            392           696           734
f            390           696           392
f            391           732           462
f            391           461           657
f            734           733           392
f            393           399           395
f            736           396           395
f            396           736           394
f            395           399           735
f            395           735           736
f            394           737           514
f            397           394           514
f            394           736           737
f            513           397           514
f            397           513           508
f            399           739           735
f            399           401           739
f            739           401           698
f            402           731           518
f            402           518           405
f            402           408           731
f            403           404           407
f            403           407           740
f            406           403           741
f            740           741           403
f            404           539           742
f            404           742           407
f            404           405           519
f            518           516           405
f            516           518           731
f            406           741           411
f            412           406           411
f            407           742           740
f            409           408           410
f            408           409           527
f            731           408           527
f            410           412           416
f            411           743           412
f            743           411           741
f            741           744           743
f            412           743           745
f            412           745           419
f            412           419           416
f            414           415           418
f            419           746           415
f            415           746           523
f            415           523           418
f            417           530           529
f            419           745           748
f            419           748           747
f            419           747           746
f            662           422           420
f            594           421           422
f            422           662           749
f            422           750           594
f            422           749           750
f            425           751           644
f            425           752           751
f            425           753           752
f            425           426           753
f            644           751           643
f            753           426           619
f            429           433           569
f            429           569           431
f            430           432           435
f            430           435           437
f            431           569           755
f            432           431           605
f            431           755           665
f            605           431           665
f            432           606           435
f            606           432           605
f            433           434           546
f            543           433           546
f            434           436           546
f            435           606           437
f            436           440           570
f            436           544           546
f            436           570           544
f            571           439           576
f            439           571           440
f            441           756           450
f            441           444           448
f            441           448           756
f            444           758           448
f            444           447           460
f            444           460           757
f            444           757           758
f            445           449           454
f            448           758           756
f            582           449           453
f            449           582           581
f            449           581           492
f            449           492           454
f            450           756           451
f            452           451           539
f            451           756           742
f            451           742           539
f            452           539           459
f            453           457           582
f            458           455           459
f            455           458           550
f            456           547           548
f            456           548           457
f            457           548           759
f            579           457           759
f            582           457           579
f            458           459           538
f            550           458           538
f            460           760           757
f            460           463           760
f            463           732           761
f            462           732           463
f            761           760           463
f            467           464           638
f            465           466           497
f            465           497           495
f            465           495           567
f            466           467           763
f            466           763           762
f            466           762           497
f            467           638           764
f            467           764           763
f            474           515           468
f            474           473           515
f            468           515           509
f            468           509           514
f            468           514           738
f            468           738           765
f            468           765           469
f            766           472           471
f            470           469           765
f            765           767           470
f            470           685           471
f            470           767           685
f            471           682           766
f            471           685           682
f            472           766           494
f            515           473           499
f            478           491           475
f            476           479           477
f            493           475           491
f            768           475           493
f            769           475           768
f            475           769           476
f            476           769           486
f            476           486           479
f            479           486           485
f            479           485           480
f            480           485           670
f            481           770           482
f            481           675           770
f            482           655           561
f            482           561           483
f            655           482           770
f            600           484           771
f            771           484           486
f            488           484           487
f            484           600           487
f            670           485           489
f            771           486           769
f            487           600           603
f            487           603           488
f            488           603           604
f            488           668           489
f            490           492           580
f            490           580           772
f            490           772           768
f            490           768           493
f            490           493           491
f            494           564           495
f            494           498           564
f            494           766           498
f            567           495           564
f            499           497           762
f            498           766           684
f            498           684           564
f            499           762           773
f            499           773           515
f            500           501           507
f            501           774           507
f            501           609           774
f            501           502           614
f            501           614           609
f            614           502           775
f            775           502           663
f            503           568           535
f            503           505           568
f            505           755           568
f            505           667           755
f            667           505           506
f            667           506           666
f            506           776           666
f            506           507           776
f            507           774           776
f            508           512           726
f            510           515           773
f            510           773           511
f            511           773           778
f            777           511           778
f            726           511           777
f            511           726           512
f            514           737           738
f            538           519           517
f            520           523           746
f            520           746           780
f            520           780           779
f            520           779           525
f            520           525           522
f            521           524           781
f            521           781           591
f            524           522           551
f            522           525           782
f            522           782           783
f            522           783           555
f            522           555           551
f            784           524           551
f            524           784           781
f            525           779           782
f            730           527           526
f            526           541           664
f            526           664           730
f            528           541           526
f            528           529           530
f            731           527           730
f            542           528           530
f            528           542           541
f            530           785           542
f            530           533           785
f            787           534           786
f            787           531           534
f            533           531           787
f            533           787           788
f            785           533           788
f            534           591           786
f            537           536           729
f            536           535           549
f            536           550           729
f            538           729           550
f            617           540           785
f            540           542           785
f            543           547           549
f            545           579           759
f            545           759           548
f            545           573           579
f            551           552           784
f            552           789           784
f            552           725           789
f            555           791           553
f            554           790           724
f            554           553           790
f            555           553           554
f            790           553           791
f            790           791           792
f            555           783           791
f            560           556           725
f            558           708           557
f            789           556           793
f            725           556           789
f            793           556           794
f            556           557           794
f            557           795           794
f            557           708           795
f            559           706           704
f            562           563           566
f            565           562           796
f            562           566           798
f            562           798           796
f            684           563           564
f            563           684           681
f            563           681           566
f            565           797           687
f            565           796           797
f            681           798           566
f            568           755           569
f            579           573           574
f            574           575           580
f            580           575           578
f            577           799           578
f            577           601           799
f            578           768           772
f            578           772           580
f            578           799           768
f            587           583           800
f            583           586           800
f            677           585           588
f            585           677           586
f            800           586           801
f            678           586           677
f            801           586           678
f            587           802           597
f            587           800           802
f            587           597           596
f            591           781           803
f            591           803           786
f            595           594           804
f            594           750           804
f            595           804           652
f            598           597           698
f            698           597           802
f            599           603           600
f            601           600           771
f            601           771           799
f            602           604           603
f            607           613           646
f            613           614           646
f            610           608           776
f            609           610           776
f            608           666           776
f            609           776           774
f            614           775           646
f            615           616           618
f            618           616           805
f            805           616           617
f            618           805           624
f            617           788           805
f            617           785           788
f            619           621           806
f            619           754           753
f            619           806           754
f            620           794           795
f            620           623           794
f            795           621           620
f            621           795           807
f            621           807           806
f            794           623           793
f            623           808           793
f            623           622           808
f            622           809           808
f            622           624           809
f            624           805           810
f            624           810           809
f            627           628           637
f            628           632           637
f            629           630           811
f            629           811           660
f            630           687           811
f            716           635           707
f            639           640           720
f            639           720           812
f            638           639           764
f            764           639           812
f            641           672           649
f            641           642           672
f            642           813           672
f            813           642           814
f            642           643           814
f            643           751           814
f            663           645           646
f            646           775           663
f            647           649           669
f            650           815           712
f            650           651           815
f            651           816           815
f            651           804           816
f            651           652           804
f            655           770           656
f            656           770           692
f            658           659           714
f            811           659           660
f            659           817           714
f            817           659           811
f            662           689           749
f            665           755           667
f            673           671           688
f            688           671           813
f            671           672           813
f            674           770           675
f            692           770           674
f            798           681           676
f            798           676           713
f            676           680           713
f            678           818           801
f            678           679           818
f            679           767           818
f            679           685           767
f            682           683           766
f            683           684           766
f            811           687           817
f            687           797           817
f            797           796           817
f            688           813           690
f            689           819           749
f            689           691           819
f            691           690           820
f            690           813           814
f            820           690           814
f            691           821           819
f            691           820           821
f            822           693           703
f            822           695           693
f            694           824           734
f            694           823           824
f            694           734           696
f            694           695           823
f            695           822           792
f            695           792           823
f            698           802           739
f            825           702           728
f            825           700           702
f            701           700           825
f            825           826           701
f            703           701           826
f            826           827           703
f            827           822           703
f            707           705           716
f            708           807           795
f            708           709           807
f            709           828           807
f            828           709           711
f            711           710           830
f            710           712           830
f            711           832           828
f            711           830           832
f            712           833           830
f            712           815           833
f            713           796           798
f            713           714           796
f            714           817           796
f            715           724           834
f            715           834           721
f            718           827           826
f            718           826           719
f            718           721           827
f            719           826           825
f            719           825           835
f            719           835           720
f            720           835           812
f            836           721           834
f            836           827           721
f            834           724           836
f            724           790           836
f            727           726           777
f            837           727           777
f            727           837           728
f            835           728           837
f            825           728           835
f            733           761           732
f            733           838           761
f            733           734           839
f            733           839           838
f            734           824           839
f            735           840           736
f            840           735           841
f            735           739           841
f            737           736           842
f            842           736           840
f            737           765           738
f            765           737           842
f            739           802           841
f            756           740           742
f            740           756           758
f            744           740           758
f            741           740           744
f            843           743           744
f            748           743           843
f            745           743           748
f            744           760           843
f            744           758           760
f            746           747           844
f            746           844           780
f            747           748           844
f            748           843           838
f            748           838           844
f            750           749           845
f            749           819           845
f            804           750           816
f            750           845           816
f            751           820           814
f            751           846           820
f            751           752           846
f            752           753           846
f            753           754           848
f            753           847           846
f            753           848           847
f            848           754           806
f            758           757           760
f            760           761           843
f            761           838           843
f            763           764           849
f            763           849           778
f            764           812           849
f            762           763           778
f            762           778           773
f            765           842           767
f            818           767           842
f            768           799           769
f            769           799           771
f            777           778           849
f            777           849           837
f            779           844           839
f            824           779           839
f            779           824           782
f            779           780           844
f            781           784           850
f            781           850           803
f            782           824           823
f            782           823           791
f            782           791           783
f            850           784           789
f            786           810           787
f            809           786           803
f            786           809           810
f            788           787           810
f            788           810           805
f            850           789           793
f            792           836           790
f            791           823           792
f            792           822           836
f            793           808           850
f            800           841           802
f            800           801           841
f            801           840           841
f            801           818           840
f            803           850           808
f            803           808           809
f            806           807           828
f            848           806           829
f            806           828           829
f            812           835           837
f            812           837           849
f            815           851           833
f            815           816           851
f            816           845           851
f            818           842           840
f            819           852           845
f            819           821           852
f            821           820           846
f            821           853           852
f            821           846           853
f            822           827           836
f            829           828           832
f            829           832           848
f            832           830           831
f            830           833           831
f            831           854           832
f            831           833           854
f            833           851           854
f            832           855           848
f            832           854           855
f            838           839           844
f            845           852           851
f            853           846           847
f            853           847           848
f            848           855           853
f            851           852           854
f            854           852           853
f            853           855           854
